  sonda-relaxed: 20000 amostras de 2000000 rodadas, cpu 0, governor performance

  periodo de clock MEDIDO, apos 400 ms de aquecimento: 0.1790 ns  (5.59 GHz)
  frequencia lida do sysfs no mesmo instante:         5.58 GHz

  amostra  ns/operacao   GHz
      655       0.2038   5.51
      656       0.2033   5.52
      657       0.2040   5.52
      658       0.2034   5.52
      659       0.2039   5.52
      660       0.2033   5.51
      661       0.2033   5.51
      662       0.2040   5.51
      663       0.2035   5.51
      664       0.2038   5.51
      665       0.2033   5.51
      666       0.2033   5.51
      667       0.2039   5.51
      668       0.2033   5.52
      669       0.2040   5.52
      670       0.2034   5.51
      671       0.2033   5.51
      672       0.2038   5.51
      673       0.2033   5.51
      674       0.2041   5.51
      675       0.2035   5.51
      676       0.2032   5.51
      677       0.2040   5.51
      678       0.2034   5.51
      679       0.2039   5.51
      680       0.2033   5.51
      681       0.2044   5.51
      682       0.2035   5.51
      683       0.2033   5.51
      684       0.2041   5.51
      685       0.2032   5.51
      686       0.2040   5.51
      687       0.2033   5.51
      688       0.2034   5.51
      689       0.2040   5.51
      690       0.2032   5.51
      691       0.2039   5.51
      692       0.2033   5.52
      693       0.2034   5.52
      694       0.2040   5.52
      695       0.2034   5.51
      696       0.2039   5.51
      697       0.2033   5.51
      698       0.2033   5.51
      699       0.2040   5.51
      700       0.2034   5.52
      701       0.2040   5.52
      702       0.2033   5.52
      703       0.2040   5.52
      704       0.2032   5.51
      705       0.2034   5.51
      706       0.2039   5.51
      707       0.2033   5.52
      708       0.2039   5.52
      709       0.2032   5.51
      710       0.2033   5.51
      711       0.2038   5.51
      712       0.2033   5.52
      713       0.2038   5.52
      714       0.2032   5.52
      715       0.2034   5.52
      716       0.2039   5.52
      717       0.2033   5.51
      718       0.2039   5.51
      719       0.2034   5.51
      720       0.2033   5.51
      721       0.2040   5.51
      722       0.2033   5.52
      723       0.2039   5.52
      724       0.2033   5.51
      725       0.2039   5.51
      726       0.2033   5.51
      727       0.2033   5.51
      728       0.2038   5.51
      729       0.2032   5.51
      730       0.2037   5.51
      731       0.2032   5.52
      732       0.2033   5.52
      733       0.2038   5.52
      734       0.2033   5.52
      735       0.2039   5.52
      736       0.2034   5.52
      737       0.2033   5.52
      738       0.2037   5.52
      739       0.2033   5.51
      740       0.2040   5.51
      741       0.2033   5.52
      742       0.2033   5.52
      743       0.2040   5.52
      744       0.2034   5.52
      745       0.2039   5.52
      746       0.2032   5.51
      747       0.2040   5.51
      748       0.2033   5.52
      749       0.2033   5.52
      750       0.2040   5.52
      751       0.2033   5.51
      752       0.2039   5.51
      753       0.2033   5.52
      754       0.2034   5.52
      755       0.2039   5.52
      756       0.2033   5.51
      757       0.2039   5.51
      758       0.2032   5.51
      759       0.2032   5.51
      760       0.2038   5.51
      761       0.2032   5.52
      762       0.2038   5.52
      763       0.2033   5.52
      764       0.2033   5.52
      765       0.2037   5.52
      766       0.2032   5.52
      767       0.2039   5.52
      768       0.2033   5.52
      769       0.2038   5.52
      770       0.2031   5.52
      771       0.2033   5.52
      772       0.2039   5.52
      773       0.2033   5.52
      774       0.2039   5.52
      775       0.2033   5.52
      776       0.2033   5.52
      777       0.2039   5.52
      778       0.2034   5.51
      779       0.2038   5.51
      780       0.2033   5.51
      781       0.2033   5.51
      782       0.2039   5.51
      783       0.2034   5.51
      784       0.2039   5.51
      785       0.2033   5.52
      786       0.2033   5.52
      787       0.2039   5.52
      788       0.2033   5.51
      789       0.2038   5.51
      790       0.2033   5.51
      791       0.2039   5.51
      792       0.2031   5.51
      793       0.2032   5.51
      794       0.2039   5.51
      795       0.2033   5.52
      796       0.2040   5.52
      797       0.2032   5.51
      798       0.2032   5.51
      799       0.2041   5.51
      800       0.2032   5.52
      801       0.2041   5.52
      802       0.2033   5.51
      803       0.2033   5.51
      804       0.2040   5.51
      805       0.2034   5.51
      806       0.2037   5.51
      807       0.2031   5.51
      808       0.2033   5.51
      809       0.2040   5.51
      810       0.2033   5.52
      811       0.2039   5.52
      812       0.2032   5.51
      813       0.2038   5.51
      814       0.2033   5.52
      815       0.2034   5.52
      816       0.2039   5.52
      817       0.2033   5.51
      818       0.2041   5.51
      819       0.2033   5.52
      820       0.2033   5.52
      821       0.2039   5.52
      822       0.2034   5.52
      823       0.2039   5.52
      824       0.2033   5.51
      825       0.2034   5.51
      826       0.2039   5.51
      827       0.2034   5.51
      828       0.2040   5.51
      829       0.2033   5.51
      830       0.2033   5.51
      831       0.2039   5.51
      832       0.2033   5.51
      833       0.2039   5.51
      834       0.2033   5.51
      835       0.2040   5.51
      836       0.2033   5.51
      837       0.2033   5.51
      838       0.2038   5.51
      839       0.2033   5.51
      840       0.2040   5.51
      841       0.2032   5.51
      842       0.2032   5.51
      843       0.2039   5.51
      844       0.2032   5.52
      845       0.2038   5.52
      846       0.2032   5.52
      847       0.2033   5.52
      848       0.2038   5.52
      849       0.2033   5.52
      850       0.2040   5.52
      851       0.2033   5.51
      852       0.2034   5.51
      853       0.2039   5.51
      854       0.2032   5.51
      855       0.2041   5.51
      856       0.2033   5.52
      857       0.2035   5.52
      858       0.2033   5.52
      859       0.2033   5.52
      860       0.2040   5.52
      861       0.2033   5.52
      862       0.2039   5.52
      863       0.2032   5.52
      864       0.2033   5.52
      865       0.2037   5.52
      866       0.2032   5.52
      867       0.2039   5.52
      868       0.2033   5.52
      869       0.2034   5.52
      870       0.2041   5.52
      871       0.2032   5.51
      872       0.2040   5.51
      873       0.2033   5.51
      874       0.2033   5.51
      875       0.2039   5.51
      876       0.2033   5.51
      877       0.2038   5.51
      878       0.2033   5.52
      879       0.2034   5.52
      880       0.2040   5.52
      881       0.2033   5.51
      882       0.2040   5.51
      883       0.2034   5.51
      884       0.2041   5.51
      885       0.2033   5.51
      886       0.2034   5.51
      887       0.2041   5.51
      888       0.2033   5.51
      889       0.2042   5.51
      890       0.2033   5.51
      891       0.2034   5.51
      892       0.2040   5.51
      893       0.2033   5.51
      894       0.2043   5.51
      895       0.2032   5.51
      896       0.2033   5.51
      897       0.2040   5.51
      898       0.2033   5.51
      899       0.2042   5.51
      900       0.2034   5.51
      901       0.2034   5.51
      902       0.2040   5.51
      903       0.2033   5.51
      904       0.2043   5.51
      905       0.2033   5.51
      906       0.2043   5.51
      907       0.2033   5.52
      908       0.2033   5.52
      909       0.2043   5.52
      910       0.2033   5.51
      911       0.2039   5.51
      912       0.2033   5.51
      913       0.2034   5.51
      914       0.2041   5.51
      915       0.2034   5.52
      916       0.2039   5.52
      917       0.2033   5.52
      918       0.2034   5.52
      919       0.2041   5.52
      920       0.2033   5.52
      921       0.2039   5.52
      922       0.2033   5.51
      923       0.2035   5.51
      924       0.2040   5.51
      925       0.2033   5.51
      926       0.2040   5.51
      927       0.2033   5.51
      928       0.2040   5.51
      929       0.2032   5.51
      930       0.2033   5.51
      931       0.2041   5.51
      932       0.2033   5.51
      933       0.2040   5.51
      934       0.2032   5.51
      935       0.2033   5.51
      936       0.2038   5.51
      937       0.2033   5.52
      938       0.2041   5.52
      939       0.2033   5.52
      940       0.2033   5.52
      941       0.2041   5.52
      942       0.2033   5.51
      943       0.2040   5.51
      944       0.2032   5.51
      945       0.2035   5.51
      946       0.2038   5.51
      947       0.2033   5.52
      948       0.2039   5.52
      949       0.2034   5.52
      950       0.2040   5.52
      951       0.2034   5.51
      952       0.2033   5.51
      953       0.2038   5.51
      954       0.2033   5.51
      955       0.2099   5.51
      956       0.2033   5.52
      957       0.2033   5.52
      958       0.2038   5.52
      959       0.2031   5.52
      960       0.2039   5.52
      961       0.2033   5.52
      962       0.2032   5.52
      963       0.2038   5.52
      964       0.2032   5.52
      965       0.2040   5.52
      966       0.2033   5.52
      967       0.2040   5.52
      968       0.2033   5.51
      969       0.2034   5.51
      970       0.2041   5.51
      971       0.2032   5.51
      972       0.2039   5.51
      973       0.2032   5.52
      974       0.2032   5.52
      975       0.2040   5.52
      976       0.2033   5.52
      977       0.2039   5.52
      978       0.2033   5.51
      979       0.2033   5.51
      980       0.2041   5.51
      981       0.2033   5.51
      982       0.2040   5.51
      983       0.2032   5.52
      984       0.2033   5.52
      985       0.2039   5.52
      986       0.2033   5.52
      987       0.2040   5.52
      988       0.2033   5.51
      989       0.2034   5.51
      990       0.2033   5.51
      991       0.2033   5.51
      992       0.2041   5.51
      993       0.2034   5.51
      994       0.2039   5.51
      995       0.2032   5.51
      996       0.2032   5.51
      997       0.2038   5.51
      998       0.2032   5.52
      999       0.2038   5.52
     1000       0.2034   5.52
     1001       0.2034   5.52
     1002       0.2040   5.52
     1003       0.2033   5.51
     1004       0.2040   5.51
     1005       0.2035   5.52
     1006       0.2034   5.52
     1007       0.2039   5.52
     1008       0.2033   5.51
     1009       0.2041   5.51
     1010       0.2034   5.51
     1011       0.2035   5.51
     1012       0.2038   5.51
     1013       0.2033   5.51
     1014       0.2038   5.51
     1015       0.2034   5.51
     1016       0.2039   5.51
     1017       0.2034   5.51
     1018       0.2033   5.51
     1019       0.2041   5.51
     1020       0.2034   5.51
     1021       0.2040   5.51
     1022       0.2033   5.51
     1023       0.2033   5.51
     1024       0.2039   5.51
     1025       0.2035   5.52
     1026       0.2039   5.52
     1027       0.2033   5.51
     1028       0.2033   5.51
     1029       0.2041   5.51
     1030       0.2035   5.52
     1031       0.2038   5.52
     1032       0.2032   5.51
     1033       0.2034   5.51
     1034       0.2036   5.51
     1035       0.2033   5.52
     1036       0.2039   5.52
     1037       0.2033   5.52
     1038       0.2038   5.52
     1039       0.2032   5.52
     1040       0.2033   5.52
     1041       0.2040   5.52
     1042       0.2033   5.52
     1043       0.2039   5.52
     1044       0.2032   5.51
     1045       0.2033   5.51
     1046       0.2038   5.51
     1047       0.2032   5.52
     1048       0.2040   5.52
     1049       0.2034   5.52
     1050       0.2033   5.52
     1051       0.2039   5.52
     1052       0.2032   5.51
     1053       0.2039   5.51
     1054       0.2032   5.52
     1055       0.2034   5.52
     1056       0.2037   5.52
     1057       0.2032   5.51
     1058       0.2040   5.51
     1059       0.2033   5.52
     1060       0.2042   5.52
     1061       0.2033   5.51
     1062       0.2033   5.51
     1063       0.2041   5.51
     1064       0.2034   5.51
     1065       0.2040   5.51
     1066       0.2033   5.51
     1067       0.2033   5.51
     1068       0.2037   5.51
     1069       0.2032   5.52
     1070       0.2039   5.52
     1071       0.2034   5.52
     1072       0.2033   5.52
     1073       0.2038   5.52
     1074       0.2033   5.51
     1075       0.2039   5.51
     1076       0.2033   5.51
     1077       0.2033   5.51
     1078       0.2039   5.51
     1079       0.2033   5.51
     1080       0.2038   5.51
     1081       0.2033   5.52
     1082       0.2091   5.52
     1083       0.2032   5.52
     1084       0.2034   5.52
     1085       0.2040   5.52
     1086       0.2033   5.52
     1087       0.2040   5.52
     1088       0.2034   5.52
     1089       0.2033   5.52
     1090       0.2038   5.52
     1091       0.2033   5.51
     1092       0.2038   5.51
     1093       0.2034   5.51
     1094       0.2033   5.51
     1095       0.2039   5.51
     1096       0.2032   5.51
     1097       0.2039   5.51
     1098       0.2034   5.51
     1099       0.2034   5.51
     1100       0.2038   5.51
     1101       0.2033   5.52
     1102       0.2039   5.52
     1103       0.2033   5.52
     1104       0.2039   5.52
     1105       0.2033   5.52
     1106       0.2033   5.52
     1107       0.2039   5.52
     1108       0.2032   5.51
     1109       0.2040   5.51
     1110       0.2033   5.52
     1111       0.2033   5.52
