  sonda-relaxed: 20000 amostras de 2000000 rodadas, cpu 0, governor powersave

  periodo de clock MEDIDO, apos 400 ms de aquecimento: 0.1786 ns  (5.60 GHz)
  frequencia lida do sysfs no mesmo instante:         5.59 GHz

  amostra  ns/operacao   GHz
      781       0.2033   5.53
      782       0.2027   5.53
      783       0.2033   5.53
      784       0.2027   5.53
      785       0.2034   5.53
      786       0.2027   5.53
      787       0.2028   5.53
      788       0.2033   5.53
      789       0.2028   5.53
      790       0.2033   5.53
      791       0.2027   5.53
      792       0.2028   5.53
      793       0.2034   5.53
      794       0.2027   5.53
      795       0.2034   5.53
      796       0.2028   5.53
      797       0.2027   5.53
      798       0.2036   5.53
      799       0.2027   5.53
      800       0.2037   5.53
      801       0.2028   5.53
      802       0.2028   5.53
      803       0.2033   5.53
      804       0.2029   5.53
      805       0.2033   5.53
      806       0.2027   5.53
      807       0.2034   5.53
      808       0.2028   5.53
      809       0.2028   5.53
      810       0.2034   5.53
      811       0.2029   5.53
      812       0.2034   5.53
      813       0.2029   5.53
      814       0.2028   5.53
      815       0.2033   5.53
      816       0.2027   5.53
      817       0.2053   5.53
      818       0.2027   5.53
      819       0.2028   5.53
      820       0.2034   5.53
      821       0.2028   5.53
      822       0.2034   5.53
      823       0.2027   5.53
      824       0.2028   5.53
      825       0.2034   5.53
      826       0.2028   5.53
      827       0.2034   5.53
      828       0.2028   5.53
      829       0.2028   5.53
      830       0.2034   5.53
      831       0.2027   5.53
      832       0.2034   5.53
      833       0.2028   5.53
      834       0.2034   5.53
      835       0.2028   5.53
      836       0.2028   5.53
      837       0.2035   5.53
      838       0.2028   5.53
      839       0.2034   5.53
      840       0.2028   5.53
      841       0.2029   5.53
      842       0.2034   5.53
      843       0.2028   5.53
      844       0.2033   5.53
      845       0.2027   5.53
      846       0.2027   5.53
      847       0.2035   5.53
      848       0.2028   5.53
      849       0.2032   5.53
      850       0.2027   5.53
      851       0.2028   5.53
      852       0.2034   5.53
      853       0.2027   5.53
      854       0.2034   5.53
      855       0.2028   5.53
      856       0.2029   5.53
      857       0.2036   5.53
      858       0.2028   5.53
      859       0.2036   5.53
      860       0.2028   5.53
      861       0.2034   5.53
      862       0.2027   5.53
      863       0.2027   5.53
      864       0.2034   5.53
      865       0.2028   5.53
      866       0.2035   5.53
      867       0.2027   5.53
      868       0.2029   5.53
      869       0.2032   5.53
      870       0.2028   5.53
      871       0.2034   5.53
      872       0.2028   5.53
      873       0.2028   5.53
      874       0.2033   5.53
      875       0.2028   5.53
      876       0.2034   5.53
      877       0.2027   5.53
      878       0.2028   5.53
      879       0.2034   5.53
      880       0.2028   5.53
      881       0.2034   5.53
      882       0.2028   5.53
      883       0.2034   5.53
      884       0.2028   5.53
      885       0.2027   5.53
      886       0.2035   5.53
      887       0.2028   5.53
      888       0.2034   5.53
      889       0.2028   5.53
      890       0.2028   5.53
      891       0.2034   5.53
      892       0.2027   5.53
      893       0.2034   5.53
      894       0.2028   5.53
      895       0.2029   5.53
      896       0.2034   5.53
      897       0.2028   5.53
      898       0.2035   5.53
      899       0.2028   5.53
      900       0.2028   5.53
      901       0.2034   5.53
      902       0.2029   5.53
      903       0.2034   5.53
      904       0.2028   5.53
      905       0.2028   5.53
      906       0.2034   5.53
      907       0.2027   5.53
      908       0.2035   5.53
      909       0.2028   5.53
      910       0.2033   5.53
      911       0.2028   5.53
      912       0.2028   5.53
      913       0.2036   5.53
      914       0.2027   5.53
      915       0.2037   5.53
      916       0.2028   5.53
      917       0.2028   5.53
      918       0.2035   5.53
      919       0.2028   5.53
      920       0.2038   5.53
      921       0.2028   5.53
      922       0.2028   5.53
      923       0.2034   5.53
      924       0.2028   5.53
      925       0.2034   5.53
      926       0.2027   5.53
      927       0.2028   5.53
      928       0.2034   5.53
      929       0.2028   5.53
      930       0.2034   5.53
      931       0.2028   5.53
      932       0.2033   5.53
      933       0.2028   5.53
      934       0.2028   5.53
      935       0.2034   5.53
      936       0.2028   5.53
      937       0.2034   5.53
      938       0.2028   5.53
      939       0.2027   5.53
      940       0.2033   5.53
      941       0.2028   5.53
      942       0.2035   5.53
      943       0.2027   5.53
      944       0.2029   5.53
      945       0.2034   5.53
      946       0.2028   5.53
      947       0.2034   5.53
      948       0.2028   5.53
      949       0.2029   5.53
      950       0.2033   5.53
      951       0.2028   5.53
      952       0.2034   5.53
      953       0.2026   5.53
      954       0.2027   5.53
      955       0.2034   5.53
      956       0.2028   5.53
      957       0.2036   5.53
      958       0.2027   5.53
      959       0.2034   5.53
      960       0.2028   5.53
      961       0.2028   5.53
      962       0.2035   5.53
      963       0.2028   5.53
      964       0.2034   5.53
      965       0.2028   5.53
      966       0.2027   5.53
      967       0.2035   5.53
      968       0.2028   5.53
      969       0.2035   5.53
      970       0.2028   5.53
      971       0.2028   5.53
      972       0.2033   5.53
      973       0.2027   5.53
      974       0.2036   5.53
      975       0.2027   5.53
      976       0.2028   5.53
      977       0.2034   5.53
      978       0.2028   5.53
      979       0.2033   5.53
      980       0.2028   5.53
      981       0.2027   5.53
      982       0.2032   5.53
      983       0.2028   5.53
      984       0.2034   5.53
      985       0.2028   5.53
      986       0.2033   5.53
      987       0.2028   5.53
      988       0.2027   5.53
      989       0.2034   5.53
      990       0.2027   5.53
      991       0.2034   5.53
      992       0.2027   5.53
      993       0.2028   5.53
      994       0.2035   5.53
      995       0.2028   5.53
      996       0.2033   5.53
      997       0.2029   5.53
      998       0.2028   5.53
      999       0.2032   5.53
     1000       0.2027   5.53
     1001       0.2034   5.53
     1002       0.2028   5.53
     1003       0.2028   5.53
     1004       0.2033   5.53
     1005       0.2028   5.53
     1006       0.2034   5.53
     1007       0.2028   5.53
     1008       0.2034   5.53
     1009       0.2027   5.53
     1010       0.2027   5.53
     1011       0.2033   5.53
     1012       0.2027   5.53
     1013       0.2035   5.53
     1014       0.2027   5.53
     1015       0.2027   5.53
     1016       0.2034   5.53
     1017       0.2028   5.53
     1018       0.2035   5.53
     1019       0.2026   5.53
     1020       0.2028   5.53
     1021       0.2033   5.53
     1022       0.2027   5.53
     1023       0.2034   5.53
     1024       0.2028   5.53
     1025       0.2027   5.53
     1026       0.2032   5.53
     1027       0.2027   5.53
     1028       0.2035   5.53
     1029       0.2027   5.53
     1030       0.2027   5.53
     1031       0.2033   5.53
     1032       0.2027   5.53
     1033       0.2036   5.53
     1034       0.2028   5.53
     1035       0.2038   5.53
     1036       0.2028   5.53
     1037       0.2027   5.53
     1038       0.2035   5.53
     1039       0.2028   5.53
     1040       0.2034   5.53
     1041       0.2027   5.53
     1042       0.2027   5.53
     1043       0.2032   5.53
     1044       0.2026   5.53
     1045       0.2032   5.53
     1046       0.2027   5.53
     1047       0.2026   5.53
     1048       0.2033   5.53
     1049       0.2027   5.53
     1050       0.2034   5.53
     1051       0.2026   5.53
     1052       0.2027   5.53
     1053       0.2033   5.53
     1054       0.2027   5.53
     1055       0.2033   5.53
     1056       0.2028   5.53
     1057       0.2028   5.53
     1058       0.2034   5.53
     1059       0.2027   5.53
     1060       0.2034   5.53
     1061       0.2027   5.53
     1062       0.2033   5.53
     1063       0.2026   5.53
     1064       0.2026   5.53
     1065       0.2036   5.53
     1066       0.2028   5.53
