repeticao,ordem,versao,topologia,cache,ciclos,tsc_hz,pacotes,ns_por_pacote
8,9,26.07,assimetrico,64,45202960,4391800000,2000000,5.1463
8,10,25.11,simetrico,48,20619852,4391800000,2000000,2.3475
8,10,26.07,simetrico,48,22242968,4391800000,2000000,2.5323
8,11,25.11,simetrico,24,20605288,4391800000,2000000,2.3459
8,11,26.07,simetrico,24,24857976,4391800000,2000000,2.8300
8,12,25.11,assimetrico,256,34446060,4391800000,2000000,3.9216
8,12,26.07,assimetrico,256,35956140,4391800000,2000000,4.0936
8,13,25.11,assimetrico,48,42919580,4391800000,2000000,4.8863
8,13,26.07,assimetrico,48,43333884,4391800000,2000000,4.9335
8,14,25.11,simetrico,16,25996168,4391800000,2000000,2.9596
8,14,26.07,simetrico,16,24710752,4391800000,2000000,2.8133
8,15,25.11,simetrico,64,20620908,4391800000,2000000,2.3477
8,15,26.07,simetrico,64,22174152,4391800000,2000000,2.5245
8,16,25.11,simetrico,128,20636748,4391800000,2000000,2.3495
8,16,26.07,simetrico,128,22171732,4391800000,2000000,2.5242
8,17,25.11,simetrico,32,20600316,4391800000,2000000,2.3453
8,17,26.07,simetrico,32,22163680,4391800000,2000000,2.5233
8,18,25.11,assimetrico,24,48410912,4391800000,2000000,5.5115
8,18,26.07,assimetrico,24,47970164,4391800000,2000000,5.4613
8,19,25.11,assimetrico,0,50240256,4391800000,2000000,5.7198
8,19,26.07,assimetrico,0,47854840,4391800000,2000000,5.4482
8,20,25.11,assimetrico,128,37276800,4391800000,2000000,4.2439
8,20,26.07,assimetrico,128,39272508,4391800000,2000000,4.4711
9,1,25.11,assimetrico,48,43517804,4391800000,2000000,4.9544
9,1,26.07,assimetrico,48,42953856,4391800000,2000000,4.8902
9,2,25.11,simetrico,32,20602340,4391800000,2000000,2.3455
9,2,26.07,simetrico,32,22156200,4391800000,2000000,2.5225
9,3,25.11,simetrico,0,23031096,4391800000,2000000,2.6221
9,3,26.07,simetrico,0,24722588,4391800000,2000000,2.8146
9,4,25.11,simetrico,16,26022480,4391800000,2000000,2.9626
9,4,26.07,simetrico,16,24732532,4391800000,2000000,2.8158
9,5,25.11,assimetrico,24,49157064,4391800000,2000000,5.5965
9,5,26.07,assimetrico,24,47355572,4391800000,2000000,5.3914
9,6,25.11,assimetrico,512,35018852,4391800000,2000000,3.9868
9,6,26.07,assimetrico,512,34790756,4391800000,2000000,3.9609
9,7,25.11,simetrico,24,20654260,4391800000,2000000,2.3515
9,7,26.07,simetrico,24,24735084,4391800000,2000000,2.8161
9,8,25.11,assimetrico,0,48593072,4391800000,2000000,5.5323
9,8,26.07,assimetrico,0,46898808,4391800000,2000000,5.3394
9,9,25.11,assimetrico,256,34989504,4391800000,2000000,3.9835
9,9,26.07,assimetrico,256,38026648,4391800000,2000000,4.3293
9,10,25.11,simetrico,48,20625616,4391800000,2000000,2.3482
9,10,26.07,simetrico,48,22304876,4391800000,2000000,2.5394
9,11,25.11,assimetrico,32,43839312,4391800000,2000000,4.9910
9,11,26.07,assimetrico,32,42792860,4391800000,2000000,4.8719
9,12,25.11,assimetrico,96,36305676,4391800000,2000000,4.1333
9,12,26.07,assimetrico,96,46578840,4391800000,2000000,5.3029
9,13,25.11,simetrico,512,20649552,4391800000,2000000,2.3509
9,13,26.07,simetrico,512,22197340,4391800000,2000000,2.5271
9,14,25.11,assimetrico,128,37724236,4391800000,2000000,4.2948
9,14,26.07,assimetrico,128,38271200,4391800000,2000000,4.3571
9,15,25.11,simetrico,64,20669176,4391800000,2000000,2.3532
9,15,26.07,simetrico,64,22152548,4391800000,2000000,2.5220
9,16,25.11,simetrico,96,24299396,4391800000,2000000,2.7665
9,16,26.07,simetrico,96,22207812,4391800000,2000000,2.5283
9,17,25.11,simetrico,128,20602208,4391800000,2000000,2.3455
9,17,26.07,simetrico,128,22178068,4391800000,2000000,2.5249
9,18,25.11,assimetrico,16,48068680,4391800000,2000000,5.4725
9,18,26.07,assimetrico,16,47317820,4391800000,2000000,5.3871
9,19,25.11,simetrico,256,20618752,4391800000,2000000,2.3474
